"LOCATION","Country","HP","Provider","HF","Financing Agent","HC","Function","ICD","Diagnostic Category","AGE","Age Group","GEN","Gender","UNI","Unit","YR","Year","Value","Flag Codes","Flags"
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA100","Infectious and parasitic diseases","90_94","90 to 94","T","Total","PARCUR","% current expenditure on health","2011","2011",0.0184250616790175,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA200","Neoplasms","90_94","90 to 94","T","Total","PARCUR","% current expenditure on health","2003","2003",0.0584300265925633,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA200","Neoplasms","90_94","90 to 94","T","Total","PARCUR","% current expenditure on health","2005","2005",0.0617674402808614,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA200","Neoplasms","90_94","90 to 94","T","Total","PARCUR","% current expenditure on health","2007","2007",0.0561672641418332,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA200","Neoplasms","90_94","90 to 94","T","Total","PARCUR","% current expenditure on health","2011","2011",0.0802913256906777,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA300","Diseases of the blood and bloodforming organs","90_94","90 to 94","T","Total","PARCUR","% current expenditure on health","2003","2003",0.0181731185071358,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA300","Diseases of the blood and bloodforming organs","90_94","90 to 94","T","Total","PARCUR","% current expenditure on health","2005","2005",0.0154949248814532,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA300","Diseases of the blood and bloodforming organs","90_94","90 to 94","T","Total","PARCUR","% current expenditure on health","2007","2007",0.0155691714638766,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA300","Diseases of the blood and bloodforming organs","90_94","90 to 94","T","Total","PARCUR","% current expenditure on health","2011","2011",0.0152793194411364,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA400","Endocrine, nutritional and metabolic diseases","90_94","90 to 94","T","Total","PARCUR","% current expenditure on health","2003","2003",0.0830442503933675,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA400","Endocrine, nutritional and metabolic diseases","90_94","90 to 94","T","Total","PARCUR","% current expenditure on health","2005","2005",0.0757765504476548,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA400","Endocrine, nutritional and metabolic diseases","90_94","90 to 94","T","Total","PARCUR","% current expenditure on health","2007","2007",0.0833640446736682,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA400","Endocrine, nutritional and metabolic diseases","90_94","90 to 94","T","Total","PARCUR","% current expenditure on health","2011","2011",0.11699165179929,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA500","Mental and behavioural disorders","90_94","90 to 94","T","Total","PARCUR","% current expenditure on health","2003","2003",0.97513733356644,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA500","Mental and behavioural disorders","90_94","90 to 94","T","Total","PARCUR","% current expenditure on health","2005","2005",0.919719308374476,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA500","Mental and behavioural disorders","90_94","90 to 94","T","Total","PARCUR","% current expenditure on health","2007","2007",0.985193520859734,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA500","Mental and behavioural disorders","90_94","90 to 94","T","Total","PARCUR","% current expenditure on health","2011","2011",1.0888762060551,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA600","Diseases of the nervous system","90_94","90 to 94","T","Total","PARCUR","% current expenditure on health","2003","2003",0.114329618962614,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA600","Diseases of the nervous system","90_94","90 to 94","T","Total","PARCUR","% current expenditure on health","2005","2005",0.109950288884832,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA600","Diseases of the nervous system","90_94","90 to 94","T","Total","PARCUR","% current expenditure on health","2007","2007",0.126918309148563,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA600","Diseases of the nervous system","90_94","90 to 94","T","Total","PARCUR","% current expenditure on health","2011","2011",0.167623122104232,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA900","Diseases of the circulatory system","90_94","90 to 94","T","Total","PARCUR","% current expenditure on health","2003","2003",0.360011778021108,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA900","Diseases of the circulatory system","90_94","90 to 94","T","Total","PARCUR","% current expenditure on health","2005","2005",0.332610236838865,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA900","Diseases of the circulatory system","90_94","90 to 94","T","Total","PARCUR","% current expenditure on health","2007","2007",0.389623442836506,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA900","Diseases of the circulatory system","90_94","90 to 94","T","Total","PARCUR","% current expenditure on health","2011","2011",0.491784369855401,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDB000","Diseases of the respiratory system","90_94","90 to 94","T","Total","PARCUR","% current expenditure on health","2003","2003",0.109498789992363,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDB000","Diseases of the respiratory system","90_94","90 to 94","T","Total","PARCUR","% current expenditure on health","2005","2005",0.104431548516096,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDB000","Diseases of the respiratory system","90_94","90 to 94","T","Total","PARCUR","% current expenditure on health","2007","2007",0.110560825205503,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDB000","Diseases of the respiratory system","90_94","90 to 94","T","Total","PARCUR","% current expenditure on health","2011","2011",0.122084758279668,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDB100","Diseases of the digestive system","90_94","90 to 94","T","Total","PARCUR","% current expenditure on health","2003","2003",0.0738426714024126,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDB100","Diseases of the digestive system","90_94","90 to 94","T","Total","PARCUR","% current expenditure on health","2005","2005",0.0653758474450355,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDB100","Diseases of the digestive system","90_94","90 to 94","T","Total","PARCUR","% current expenditure on health","2007","2007",0.0668094826108121,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDB100","Diseases of the digestive system","90_94","90 to 94","T","Total","PARCUR","% current expenditure on health","2011","2011",0.04793511981533,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDB200","Diseases of the skin and subcutaneous tissue","90_94","90 to 94","T","Total","PARCUR","% current expenditure on health","2003","2003",0.0241541448512565,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDB200","Diseases of the skin and subcutaneous tissue","90_94","90 to 94","T","Total","PARCUR","% current expenditure on health","2005","2005",0.0235607761896069,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDB200","Diseases of the skin and subcutaneous tissue","90_94","90 to 94","T","Total","PARCUR","% current expenditure on health","2007","2007",0.0254230774536719,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDB200","Diseases of the skin and subcutaneous tissue","90_94","90 to 94","T","Total","PARCUR","% current expenditure on health","2011","2011",0.0164776974365197,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDB300","Diseases of musculoskeletal system and connective tissue","90_94","90 to 94","T","Total","PARCUR","% current expenditure on health","2003","2003",0.131122500621107,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDB300","Diseases of musculoskeletal system and connective tissue","90_94","90 to 94","T","Total","PARCUR","% current expenditure on health","2005","2005",0.122261325092014,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDB300","Diseases of musculoskeletal system and connective tissue","90_94","90 to 94","T","Total","PARCUR","% current expenditure on health","2007","2007",0.148202746086521,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDB300","Diseases of musculoskeletal system and connective tissue","90_94","90 to 94","T","Total","PARCUR","% current expenditure on health","2011","2011",0.209416554693223,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDB400","Diseases of the genitourinary system","90_94","90 to 94","T","Total","PARCUR","% current expenditure on health","2003","2003",0.087415000414071,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDB400","Diseases of the genitourinary system","90_94","90 to 94","T","Total","PARCUR","% current expenditure on health","2005","2005",0.092332771553865,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDB400","Diseases of the genitourinary system","90_94","90 to 94","T","Total","PARCUR","% current expenditure on health","2007","2007",0.0867143727101986,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDB400","Diseases of the genitourinary system","90_94","90 to 94","T","Total","PARCUR","% current expenditure on health","2011","2011",0.073400652217224,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDB500","Pregnancy, childbirth and the puerperium","90_94","90 to 94","T","Total","PARCUR","% current expenditure on health","2003","2003",0,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDB500","Pregnancy, childbirth and the puerperium","90_94","90 to 94","T","Total","PARCUR","% current expenditure on health","2005","2005",0,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDB500","Pregnancy, childbirth and the puerperium","90_94","90 to 94","T","Total","PARCUR","% current expenditure on health","2007","2007",0.000591234359387718,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDB500","Pregnancy, childbirth and the puerperium","90_94","90 to 94","T","Total","PARCUR","% current expenditure on health","2011","2011",0.000149797249422906,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDB600","Certain conditions originating in the perinatal period","90_94","90 to 94","T","Total","PARCUR","% current expenditure on health","2003","2003",0,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDB600","Certain conditions originating in the perinatal period","90_94","90 to 94","T","Total","PARCUR","% current expenditure on health","2005","2005",0,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDB600","Certain conditions originating in the perinatal period","90_94","90 to 94","T","Total","PARCUR","% current expenditure on health","2007","2007",0,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDB600","Certain conditions originating in the perinatal period","90_94","90 to 94","T","Total","PARCUR","% current expenditure on health","2011","2011",0,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDB700","Congenital malformations, deformations and chromosomal abnormalities","90_94","90 to 94","T","Total","PARCUR","% current expenditure on health","2003","2003",0.000460078949547742,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDB700","Congenital malformations, deformations and chromosomal abnormalities","90_94","90 to 94","T","Total","PARCUR","% current expenditure on health","2005","2005",0.000424518489902828,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDB700","Congenital malformations, deformations and chromosomal abnormalities","90_94","90 to 94","T","Total","PARCUR","% current expenditure on health","2007","2007",0.000985390598979529,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDB700","Congenital malformations, deformations and chromosomal abnormalities","90_94","90 to 94","T","Total","PARCUR","% current expenditure on health","2011","2011",0.000449391748268718,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDB800","Symptoms, signs and abnormal clinical and laboratory findings, n.e.c.","90_94","90 to 94","T","Total","PARCUR","% current expenditure on health","2003","2003",0.10995886894191,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDB800","Symptoms, signs and abnormal clinical and laboratory findings, n.e.c.","90_94","90 to 94","T","Total","PARCUR","% current expenditure on health","2005","2005",0.123959399051626,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDB800","Symptoms, signs and abnormal clinical and laboratory findings, n.e.c.","90_94","90 to 94","T","Total","PARCUR","% current expenditure on health","2007","2007",0.110954981445095,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDB800","Symptoms, signs and abnormal clinical and laboratory findings, n.e.c.","90_94","90 to 94","T","Total","PARCUR","% current expenditure on health","2011","2011",0.079841933942409,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDB900","Injury, poisoning and other consequences of external causes","90_94","90 to 94","T","Total","PARCUR","% current expenditure on health","2003","2003",0.196223671982112,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDB900","Injury, poisoning and other consequences of external causes","90_94","90 to 94","T","Total","PARCUR","% current expenditure on health","2005","2005",0.164500914837346,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDB900","Injury, poisoning and other consequences of external causes","90_94","90 to 94","T","Total","PARCUR","% current expenditure on health","2007","2007",0.148596902326113,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDB900","Injury, poisoning and other consequences of external causes","90_94","90 to 94","T","Total","PARCUR","% current expenditure on health","2011","2011",0.141408603455223,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA100","Infectious and parasitic diseases","95_N","95 years and over","T","Total","PARCUR","% current expenditure on health","2003","2003",0.00805138161708549,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA100","Infectious and parasitic diseases","95_N","95 years and over","T","Total","PARCUR","% current expenditure on health","2005","2005",0.00636777734854242,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA100","Infectious and parasitic diseases","95_N","95 years and over","T","Total","PARCUR","% current expenditure on health","2007","2007",0.00354740615632631,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA100","Infectious and parasitic diseases","95_N","95 years and over","T","Total","PARCUR","% current expenditure on health","2011","2011",0.00374493123557265,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA200","Neoplasms","95_N","95 years and over","T","Total","PARCUR","% current expenditure on health","2003","2003",0.0126521711125629,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA200","Neoplasms","95_N","95 years and over","T","Total","PARCUR","% current expenditure on health","2005","2005",0.0112497399824249,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA200","Neoplasms","95_N","95 years and over","T","Total","PARCUR","% current expenditure on health","2007","2007",0.014583780864897,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA200","Neoplasms","95_N","95 years and over","T","Total","PARCUR","% current expenditure on health","2011","2011",0.0212712094180527,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA300","Diseases of the blood and bloodforming organs","95_N","95 years and over","T","Total","PARCUR","% current expenditure on health","2003","2003",0.00552094739457291,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA300","Diseases of the blood and bloodforming organs","95_N","95 years and over","T","Total","PARCUR","% current expenditure on health","2005","2005",0.00530648112378535,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA300","Diseases of the blood and bloodforming organs","95_N","95 years and over","T","Total","PARCUR","% current expenditure on health","2007","2007",0.00472987487510174,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA300","Diseases of the blood and bloodforming organs","95_N","95 years and over","T","Total","PARCUR","% current expenditure on health","2011","2011",0.00614168722633915,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA400","Endocrine, nutritional and metabolic diseases","95_N","95 years and over","T","Total","PARCUR","% current expenditure on health","2003","2003",0.0184031579819097,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA400","Endocrine, nutritional and metabolic diseases","95_N","95 years and over","T","Total","PARCUR","% current expenditure on health","2005","2005",0.0163439618612589,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA400","Endocrine, nutritional and metabolic diseases","95_N","95 years and over","T","Total","PARCUR","% current expenditure on health","2007","2007",0.0185253432608152,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA400","Endocrine, nutritional and metabolic diseases","95_N","95 years and over","T","Total","PARCUR","% current expenditure on health","2011","2011",0.0341537728684226,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA500","Mental and behavioural disorders","95_N","95 years and over","T","Total","PARCUR","% current expenditure on health","2003","2003",0.307332738297892,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA500","Mental and behavioural disorders","95_N","95 years and over","T","Total","PARCUR","% current expenditure on health","2005","2005",0.287823536154117,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA500","Mental and behavioural disorders","95_N","95 years and over","T","Total","PARCUR","% current expenditure on health","2007","2007",0.33601819425202,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA500","Mental and behavioural disorders","95_N","95 years and over","T","Total","PARCUR","% current expenditure on health","2011","2011",0.396513319222432,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA600","Diseases of the nervous system","95_N","95 years and over","T","Total","PARCUR","% current expenditure on health","2003","2003",0.0259944606494474,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA600","Diseases of the nervous system","95_N","95 years and over","T","Total","PARCUR","% current expenditure on health","2005","2005",0.0261078871290239,,
"NLD","Netherlands","HPTOT","Total expenditure HP.1-HP.9","HFTOT","Total expenditure HF.1-HF.3","HCTOT","Total current expenditure HC.1-HC.9 (Individual and collective health care)","DICDA600","Diseases of the nervous system","95_N","95 years and over","T","Total","PARCUR","% current expenditure on health","2007","2007",0.0333062022455081,,
