random_ID,surf_ID,age_category,sex,ethnicity,highest_qualification,weekly_hours,weekly_income
5099,1,35,F,european/pakeha,vocational/trade,38,1020
5100,1,40,M,european/pakeha,school,32,1320
5101,1,35,F,european/pakeha,vocational/trade,20,150
5102,1,55,F,european/pakeha,school,40,640
5103,1,40,M,maori,vocational/trade,48,530
5104,1,30,M,european/pakeha,school,60,1600
5105,1,30,M,european/pakeha,school,45,650
5106,1,55,M,european/pakeha,no qual,47,890
5107,1,35,F,european/pakeha,vocational/trade,15,360
5108,1,55,F,european/pakeha,no qual,12,350
5109,1,30,M,european/pakeha,school,40,600
5110,1,55,M,european/pakeha,bachelor or higher,45,680
5111,1,25,M,european/pakeha,vocational/trade,45,1000
5112,1,55,M,european/pakeha,vocational/trade,45,1750
5113,1,50,F,european/pakeha,vocational/trade,38,730
5114,1,35,M,pacific,school,40,590
5115,1,55,F,european/pakeha,vocational/trade,53,870
5116,1,50,M,european/pakeha,bachelor or higher,47,1410
5117,1,25,M,european/pakeha,vocational/trade,26,600
5118,1,35,M,european/pakeha,vocational/trade,43,720
5119,1,60,M,european/pakeha,post-school,24,680
5120,1,25,M,european/pakeha,post-school,62,880
5121,1,50,F,european/pakeha,vocational/trade,25,270
5122,1,45,F,european/pakeha,bachelor or higher,50,1380
5123,1,35,F,pacific,no qual,40,370
5124,1,35,F,european/pakeha,vocational/trade,40,510
5125,1,25,M,european/pakeha,vocational/trade,45,1270
5126,1,50,M,european/pakeha,vocational/trade,25,750
5127,1,35,M,maori,no qual,52,680
5128,1,55,M,european/pakeha,post-school,32,1330
5129,1,30,M,european/pakeha,school,33,1140
5130,1,35,M,european/pakeha,bachelor or higher,14,1860
5131,1,35,F,european/pakeha,no qual,18,540
5132,1,45,M,european/pakeha,post-school,32,520
5133,1,30,F,european/pakeha,bachelor or higher,28,470
5134,1,25,F,european/pakeha,no qual,9,570
5135,1,35,F,european/pakeha,vocational/trade,2,450
5136,1,30,F,european/pakeha,no qual,21,330
5137,1,45,F,european/pakeha,vocational/trade,32,400
5138,1,50,F,european/pakeha,vocational/trade,50,970
5139,1,40,F,european/pakeha,school,40,560
5140,1,30,M,european/pakeha,post-school,40,930
5141,1,55,F,european/pakeha,vocational/trade,38,430
5142,1,45,F,pacific,no qual,42,420
5143,1,25,M,pacific,no qual,41,410
5144,1,50,F,other,vocational/trade,50,510
5145,1,50,M,european/pakeha,no qual,8,60
5146,1,25,M,european/pakeha,school,77,320
5147,1,35,F,maori combination,school,13,320
5148,1,60,F,maori,no qual,40,220
5149,1,25,M,european/pakeha,vocational/trade,40,560
5150,1,40,F,european/pakeha,bachelor or higher,11,120
5151,1,50,F,european/pakeha,vocational/trade,30,410
5152,1,35,F,maori,vocational/trade,16,400
5153,1,40,F,european/pakeha,school,18,190
5154,1,25,M,european/pakeha,bachelor or higher,32,850
5155,1,45,F,other,post-school,52,860
5156,1,30,F,european/pakeha,vocational/trade,40,850
5157,1,30,F,european/pakeha,school,19,260
5158,1,50,M,european/pakeha,school,55,950
5159,1,35,F,european/pakeha,school,41,450
5160,1,30,F,european/pakeha,bachelor or higher,30,300
5161,1,60,M,european/pakeha,no qual,39,1250
5162,1,30,F,european/pakeha,vocational/trade,37,520
5163,1,25,F,maori,school,24,300
5164,1,35,F,pacific,vocational/trade,12,80
5165,1,45,M,european/pakeha,vocational/trade,48,1100
5166,1,30,M,european/pakeha,bachelor or higher,60,2140
5167,1,45,F,other,vocational/trade,28,730
5168,1,40,M,european/pakeha,post-school,45,680
5169,1,45,F,european/pakeha,vocational/trade,40,740
5170,1,50,F,european/pakeha,vocational/trade,6,250
5171,1,40,M,european/pakeha,no qual,35,450
5172,1,50,M,european/pakeha,vocational/trade,30,590
5173,1,40,M,maori,vocational/trade,31,250
5174,1,25,F,european/pakeha,vocational/trade,40,1080
5175,1,25,F,other,bachelor or higher,40,880
5176,1,35,M,european/pakeha,school,40,460
5177,1,35,F,european/pakeha,post-school,40,590
5178,1,40,F,european/pakeha,no qual,45,500
5179,1,30,M,european/pakeha,no qual,40,400
5180,1,45,F,pacific,school,21,110
5181,1,35,F,european/pakeha,vocational/trade,2,490
5182,1,50,M,european/pakeha,post-school,38,260
5183,1,25,M,european/pakeha,post-school,40,530
5184,1,30,M,european/pakeha,vocational/trade,42,590
5185,1,50,F,european/pakeha,bachelor or higher,31,500
5186,1,50,M,european/pakeha,vocational/trade,43,1230
5187,1,35,F,european/pakeha,school,38,700
5188,1,35,F,european/pakeha,bachelor or higher,6,350
5189,1,55,F,european/pakeha,bachelor or higher,36,370
5190,1,45,F,european/pakeha,school,27,390
5191,1,35,M,european/pakeha,post-school,20,670
5192,1,30,F,european/pakeha,vocational/trade,40,630
5193,1,55,F,european/pakeha,school,57,1170
5194,1,30,F,european/pakeha,post-school,10,280
5195,1,35,F,european/pakeha,post-school,21,270
5196,1,45,M,european/pakeha,school,44,2120
5197,1,35,F,european/pakeha,school,45,620
5198,1,50,F,european/pakeha,no qual,22,250
5199,1,55,F,european/pakeha,vocational/trade,40,640
5200,1,30,F,maori,school,6,290
5201,1,40,M,european/pakeha,vocational/trade,40,980
5202,1,30,F,maori,school,32,700
5203,1,35,F,european/pakeha,vocational/trade,5,60
5204,1,60,M,maori,vocational/trade,50,630
5205,1,40,F,european/pakeha,school,11,140
5206,1,25,F,european/pakeha,no qual,24,200
5207,1,45,M,maori,no qual,19,280
5208,1,25,M,european/pakeha,vocational/trade,40,510
5209,1,40,F,european/pakeha,vocational/trade,41,780
5210,1,50,M,european/pakeha,vocational/trade,40,460
5211,1,40,F,european/pakeha,bachelor or higher,8,290
5212,1,50,M,european/pakeha,no qual,28,310
5213,1,30,M,european/pakeha,bachelor or higher,56,1430
5214,1,35,F,maori,school,8,250
5215,1,50,M,european/pakeha,vocational/trade,43,1330
5216,1,45,F,european/pakeha,vocational/trade,28,260
5217,1,25,M,european/pakeha,no qual,70,460
5218,1,45,M,european/pakeha,bachelor or higher,62,1020
5219,1,30,M,european/pakeha,no qual,42,480
5220,1,30,F,european/pakeha,vocational/trade,40,470
5221,1,30,F,non-maori combination,vocational/trade,28,320
5222,1,30,F,european/pakeha,no qual,50,830
5223,1,45,M,european/pakeha,bachelor or higher,38,1260
5224,1,25,M,maori,vocational/trade,45,600
5225,1,45,F,european/pakeha,post-school,38,670
5226,1,45,M,pacific,vocational/trade,58,1060
5227,1,55,F,european/pakeha,vocational/trade,50,1050
5228,1,45,M,european/pakeha,post-school,14,130
5229,1,30,F,european/pakeha,no qual,20,330
5230,1,55,M,european/pakeha,bachelor or higher,46,720
5231,1,55,F,european/pakeha,vocational/trade,53,850
5232,1,25,M,other,bachelor or higher,37,670
5233,1,60,F,european/pakeha,post-school,21,280
5234,1,50,M,other,bachelor or higher,46,550
5235,1,55,F,pacific,no qual,29,370
5236,1,30,F,european/pakeha,post-school,29,300
5237,1,40,F,pacific,school,35,530
5238,1,40,F,pacific,school,29,440
5239,1,25,F,european/pakeha,vocational/trade,39,560
5240,1,45,M,european/pakeha,vocational/trade,30,520
5241,1,35,M,european/pakeha,bachelor or higher,40,2590
5242,1,50,F,european/pakeha,no qual,10,210
5243,1,35,M,european/pakeha,vocational/trade,63,670
5244,1,40,F,european/pakeha,no qual,70,540
5245,1,30,M,maori,vocational/trade,50,800
5246,1,55,F,european/pakeha,no qual,8,250
5247,1,25,F,maori combination,bachelor or higher,42,1310
5248,1,30,F,european/pakeha,vocational/trade,36,540
5249,1,25,M,maori,vocational/trade,40,830
5250,1,60,M,european/pakeha,vocational/trade,40,1490
5251,1,45,F,european/pakeha,post-school,26,340
5252,1,30,M,european/pakeha,vocational/trade,40,1490
5253,1,45,F,european/pakeha,bachelor or higher,77,2240
5254,1,35,M,european/pakeha,vocational/trade,27,620
5255,1,40,F,european/pakeha,no qual,14,130
5256,1,60,M,european/pakeha,vocational/trade,53,920
5257,1,45,M,pacific,no qual,35,410
5258,1,50,F,european/pakeha,bachelor or higher,17,300
5259,1,30,F,other,school,28,190
5260,1,55,M,european/pakeha,bachelor or higher,70,1050
5261,1,30,M,european/pakeha,no qual,40,670
5262,1,35,F,european/pakeha,bachelor or higher,40,1090
5263,1,45,M,european/pakeha,school,50,640
5264,1,50,F,other,bachelor or higher,19,740
5265,1,55,M,european/pakeha,vocational/trade,40,810
5266,1,40,F,european/pakeha,no qual,43,540
5267,1,30,F,european/pakeha,no qual,45,580
5268,1,35,M,pacific,no qual,51,650
5269,1,55,M,european/pakeha,post-school,55,1230
5270,1,25,F,other,post-school,25,280
5271,1,60,F,european/pakeha,post-school,31,400
5272,1,60,M,european/pakeha,post-school,17,570
5273,1,30,M,european/pakeha,bachelor or higher,40,2050
5274,1,35,F,european/pakeha,vocational/trade,28,1010
5275,1,50,M,european/pakeha,vocational/trade,40,730
5276,1,45,F,european/pakeha,bachelor or higher,85,640
5277,1,25,M,european/pakeha,school,43,670
5278,1,25,M,european/pakeha,post-school,27,390
5279,1,35,F,other,vocational/trade,40,540
5280,1,35,M,european/pakeha,vocational/trade,50,800
5281,1,60,F,european/pakeha,no qual,39,770
5282,1,30,F,european/pakeha,bachelor or higher,54,570
5283,1,50,F,european/pakeha,bachelor or higher,82,1160
5284,1,45,M,european/pakeha,vocational/trade,40,840
5285,1,50,M,european/pakeha,vocational/trade,41,770
5286,1,40,M,maori,no qual,44,490
5287,1,35,F,european/pakeha,no qual,18,490
5288,1,50,F,european/pakeha,no qual,40,620
5289,1,50,M,pacific,no qual,29,310
5290,1,30,F,maori,vocational/trade,23,380
5291,1,25,F,european/pakeha,bachelor or higher,42,940
5292,1,55,F,european/pakeha,vocational/trade,40,760
5293,1,50,F,european/pakeha,post-school,30,770
5294,1,45,F,european/pakeha,post-school,40,510
5295,1,55,F,european/pakeha,school,36,420
5296,1,35,F,european/pakeha,no qual,17,280
5297,1,25,M,european/pakeha,vocational/trade,40,560
5298,1,25,F,european/pakeha,bachelor or higher,40,820
5299,1,25,M,european/pakeha,school,32,280
5300,1,40,F,maori combination,school,38,1190
5301,1,30,F,european/pakeha,vocational/trade,14,150
5302,1,30,M,european/pakeha,vocational/trade,80,670
5303,1,60,F,european/pakeha,no qual,20,220
5304,1,30,F,european/pakeha,vocational/trade,11,100
5305,1,45,F,european/pakeha,school,40,480
5306,1,30,M,european/pakeha,school,54,780
5307,1,25,M,european/pakeha,bachelor or higher,42,1060
5308,1,40,M,european/pakeha,vocational/trade,40,630
5309,1,40,M,european/pakeha,no qual,50,770
5310,1,40,F,european/pakeha,vocational/trade,40,1610
5311,1,40,F,european/pakeha,school,19,410
5312,1,30,M,european/pakeha,no qual,57,1380
5313,1,55,M,european/pakeha,bachelor or higher,56,1090
5314,1,50,M,other,bachelor or higher,9,290
5315,1,50,M,european/pakeha,vocational/trade,42,1030
5316,1,25,F,maori,bachelor or higher,44,660
5317,1,50,F,european/pakeha,bachelor or higher,35,1930
5318,1,30,M,european/pakeha,vocational/trade,54,1120
5319,1,45,M,european/pakeha,school,28,770
5320,1,45,F,european/pakeha,bachelor or higher,40,1630
5321,1,55,M,european/pakeha,bachelor or higher,51,880
5322,1,35,M,european/pakeha,no qual,76,1590
5323,1,40,F,european/pakeha,bachelor or higher,43,1220
5324,1,55,F,european/pakeha,school,36,470
5325,1,35,F,european/pakeha,school,48,520
5326,1,35,M,pacific,school,38,860
5327,1,35,F,other,post-school,53,880
5328,1,45,M,european/pakeha,bachelor or higher,60,2260
5329,1,30,M,european/pakeha,vocational/trade,50,920
5330,1,45,F,european/pakeha,no qual,20,320
5331,1,40,F,european/pakeha,no qual,51,990
5332,1,40,M,european/pakeha,vocational/trade,50,690
5333,1,25,F,european/pakeha,bachelor or higher,40,510
5334,1,35,F,european/pakeha,vocational/trade,40,770
5335,1,35,M,european/pakeha,bachelor or higher,50,1220
5336,1,40,M,european/pakeha,school,43,490
5337,1,55,M,european/pakeha,vocational/trade,69,1060
5338,1,55,M,european/pakeha,vocational/trade,30,360
5339,1,35,F,european/pakeha,school,40,490
5340,1,35,M,european/pakeha,vocational/trade,40,810
5341,1,40,M,european/pakeha,bachelor or higher,44,1650
5342,1,30,M,maori,vocational/trade,40,510
5343,1,55,M,european/pakeha,bachelor or higher,40,1220
5344,1,30,F,european/pakeha,vocational/trade,16,170
5345,1,35,F,european/pakeha,school,40,520
5346,1,55,M,european/pakeha,school,6,200
5347,1,25,F,european/pakeha,vocational/trade,44,710
5348,1,55,M,european/pakeha,school,40,610
5349,1,55,M,european/pakeha,no qual,40,440
5350,1,55,M,european/pakeha,school,42,620
5351,1,40,M,maori combination,post-school,48,810
5352,1,25,M,european/pakeha,vocational/trade,60,2580
5353,1,55,F,european/pakeha,school,38,630
5354,1,25,M,european/pakeha,vocational/trade,43,660
5355,1,40,M,other,school,46,740
5356,1,40,M,european/pakeha,vocational/trade,40,660
5357,1,30,F,maori,post-school,24,360
5358,1,30,M,european/pakeha,vocational/trade,45,1030
5359,1,35,M,european/pakeha,no qual,33,740
5360,1,40,F,other,vocational/trade,52,1040
5361,1,55,F,other,vocational/trade,24,560
5362,1,30,F,european/pakeha,vocational/trade,40,900
5363,1,30,M,european/pakeha,bachelor or higher,36,840
5364,1,40,M,european/pakeha,bachelor or higher,67,1620
5365,1,45,F,european/pakeha,school,15,200
5366,1,50,F,european/pakeha,bachelor or higher,33,420
5367,1,35,F,european/pakeha,vocational/trade,15,170
5368,1,55,F,european/pakeha,school,24,530
5369,1,35,M,european/pakeha,bachelor or higher,47,2240
5370,1,40,M,european/pakeha,vocational/trade,37,1010
5371,1,40,F,european/pakeha,vocational/trade,38,740
5372,1,55,M,maori,no qual,42,570
5373,1,40,M,european/pakeha,post-school,42,940
5374,1,35,M,other,school,46,640
5375,1,40,M,european/pakeha,vocational/trade,15,300
5376,1,35,F,other,bachelor or higher,8,860
5377,1,50,F,european/pakeha,bachelor or higher,48,940
5378,1,40,F,european/pakeha,no qual,20,700
5379,1,30,M,european/pakeha,school,33,1140
5380,1,35,F,maori,post-school,35,1370
5381,1,25,M,pacific,school,40,630
5382,1,35,M,european/pakeha,vocational/trade,41,800
5383,1,25,M,european/pakeha,bachelor or higher,55,740
5384,1,45,F,european/pakeha,no qual,40,640
5385,1,25,M,european/pakeha,vocational/trade,54,1030
5386,1,60,M,european/pakeha,vocational/trade,40,590
5387,1,35,M,european/pakeha,vocational/trade,53,1080
5388,1,25,M,pacific,bachelor or higher,25,290
5389,1,45,F,european/pakeha,vocational/trade,47,1120
5390,1,40,F,european/pakeha,vocational/trade,34,580
5391,1,25,M,european/pakeha,vocational/trade,40,490
5392,1,45,F,european/pakeha,school,35,350
5393,1,60,F,european/pakeha,vocational/trade,40,1300
5394,1,35,M,european/pakeha,vocational/trade,46,820
5395,1,30,M,european/pakeha,school,40,420
5396,1,25,F,european/pakeha,bachelor or higher,35,800
5397,1,45,M,european/pakeha,no qual,40,410
5398,1,50,M,european/pakeha,school,28,1090
5399,1,50,M,european/pakeha,vocational/trade,46,1750
5400,1,50,M,other,school,33,550
5401,1,45,F,european/pakeha,school,25,390
5402,1,55,F,other,bachelor or higher,28,440
5403,1,45,F,european/pakeha,school,46,820
5404,1,55,M,maori,no qual,30,300
5405,1,50,F,european/pakeha,vocational/trade,25,690
5406,1,50,F,maori,vocational/trade,29,310
5407,1,40,M,european/pakeha,school,38,1050
5408,1,35,F,pacific,school,10,450
5409,1,50,M,european/pakeha,school,38,860
5410,1,35,F,european/pakeha,school,28,3180
5411,1,25,M,european/pakeha,vocational/trade,41,700
5412,1,30,M,european/pakeha,vocational/trade,45,620
5413,1,40,M,european/pakeha,school,41,1460
5414,1,40,M,european/pakeha,vocational/trade,57,2130
5415,1,30,F,maori combination,school,40,430
5416,1,45,M,european/pakeha,no qual,29,320
5417,1,50,M,european/pakeha,vocational/trade,50,610
5418,1,30,F,maori combination,post-school,36,620
5419,1,60,F,european/pakeha,vocational/trade,14,290
5420,1,35,M,european/pakeha,no qual,88,1210
5421,1,30,M,european/pakeha,vocational/trade,55,540
5422,1,40,M,european/pakeha,vocational/trade,42,1240
5423,1,40,F,european/pakeha,no qual,30,930
5424,1,60,F,european/pakeha,no qual,40,420
5425,1,35,F,european/pakeha,post-school,38,600
5426,1,60,M,european/pakeha,post-school,24,440
5427,1,30,F,european/pakeha,no qual,19,210
5428,1,35,M,european/pakeha,vocational/trade,10,130
5429,1,35,M,european/pakeha,no qual,40,650
5430,1,40,F,other,vocational/trade,111,960
5431,1,25,F,pacific,vocational/trade,40,320
5432,1,35,F,european/pakeha,school,4,310
5433,1,60,F,european/pakeha,vocational/trade,38,390
5434,1,35,M,european/pakeha,vocational/trade,40,630
5435,1,35,F,european/pakeha,school,40,580
5436,1,40,M,maori combination,no qual,41,670
5437,1,40,M,european/pakeha,vocational/trade,48,1470
5438,1,30,M,european/pakeha,school,88,1160
5439,1,45,M,european/pakeha,bachelor or higher,14,970
5440,1,25,F,maori,no qual,20,410
5441,1,50,M,european/pakeha,vocational/trade,52,790
5442,1,25,M,european/pakeha,school,38,320
5443,1,25,F,european/pakeha,school,55,460
5444,1,35,F,maori,vocational/trade,64,590
5445,1,25,F,european/pakeha,bachelor or higher,48,940
5446,1,40,M,european/pakeha,school,50,1010
5447,1,25,M,other,post-school,90,490
5448,1,55,F,european/pakeha,no qual,131,470
5449,1,45,F,european/pakeha,school,21,200
5450,1,30,F,european/pakeha,no qual,19,240
5451,1,40,M,maori,vocational/trade,35,520
5452,1,30,F,european/pakeha,vocational/trade,37,540
5453,1,55,M,european/pakeha,vocational/trade,40,710
5454,1,35,F,maori,school,40,600
5455,1,35,M,european/pakeha,bachelor or higher,40,680
5456,1,45,M,european/pakeha,vocational/trade,40,3200
5457,1,40,F,european/pakeha,school,19,440
5458,1,30,F,other,bachelor or higher,10,70
5459,1,25,F,european/pakeha,vocational/trade,60,1140
5460,1,30,M,european/pakeha,vocational/trade,36,450
5461,1,50,F,other,bachelor or higher,30,900
5462,1,45,M,european/pakeha,post-school,40,470
5463,1,25,F,european/pakeha,vocational/trade,35,310
5464,1,40,M,european/pakeha,vocational/trade,45,540
5465,1,45,M,european/pakeha,vocational/trade,40,1580
5466,1,50,F,european/pakeha,no qual,6,180
5467,1,25,F,maori,vocational/trade,40,490
5468,1,35,M,european/pakeha,school,44,1210
5469,1,30,M,other,vocational/trade,23,840
5470,1,50,F,european/pakeha,bachelor or higher,82,1050
5471,1,30,M,european/pakeha,post-school,46,530
5472,1,45,F,european/pakeha,no qual,45,500
5473,1,55,F,european/pakeha,post-school,50,300
5474,1,40,F,european/pakeha,school,45,520
5475,1,30,M,european/pakeha,vocational/trade,40,1390
5476,1,35,F,european/pakeha,no qual,39,810
5477,1,55,M,european/pakeha,vocational/trade,38,590
5478,1,40,F,european/pakeha,bachelor or higher,31,420
5479,1,35,F,european/pakeha,bachelor or higher,27,210
5480,1,40,F,european/pakeha,post-school,40,690
5481,1,35,M,european/pakeha,bachelor or higher,45,1220
5482,1,50,F,european/pakeha,no qual,27,530
5483,1,50,M,other,vocational/trade,40,880
5484,1,40,F,european/pakeha,vocational/trade,40,650
5485,1,35,M,european/pakeha,vocational/trade,45,1370
5486,1,40,F,maori,bachelor or higher,29,680
5487,1,50,M,european/pakeha,bachelor or higher,40,770
5488,1,35,F,european/pakeha,vocational/trade,53,590
5489,1,25,M,european/pakeha,post-school,41,510
5490,1,30,M,european/pakeha,bachelor or higher,22,1070
5491,1,25,M,pacific,vocational/trade,33,450
5492,1,35,F,european/pakeha,vocational/trade,12,280
5493,1,45,F,european/pakeha,bachelor or higher,11,130
5494,1,30,M,european/pakeha,vocational/trade,36,740
5495,1,25,M,european/pakeha,vocational/trade,40,590
5496,1,45,M,european/pakeha,vocational/trade,43,1010
5497,1,35,F,pacific,no qual,40,520
5498,1,30,M,european/pakeha,school,40,1000
5499,1,45,M,european/pakeha,school,21,190
5500,1,50,F,european/pakeha,school,16,180
5501,1,50,F,pacific,vocational/trade,40,300
5502,1,30,M,european/pakeha,no qual,49,900
5503,1,35,M,other,vocational/trade,60,1310
5504,1,35,M,european/pakeha,no qual,27,570
5505,1,35,M,european/pakeha,bachelor or higher,43,2220
5506,1,25,M,european/pakeha,bachelor or higher,42,420
5507,1,25,M,european/pakeha,school,40,590
5508,1,25,F,european/pakeha,bachelor or higher,40,950
5509,1,45,M,european/pakeha,no qual,43,580
5510,1,35,F,maori combination,no qual,28,390
5511,1,25,M,european/pakeha,post-school,36,940
5512,1,55,F,european/pakeha,no qual,32,470
5513,1,40,M,european/pakeha,bachelor or higher,29,2140
5514,1,45,M,european/pakeha,no qual,47,610
5515,1,40,F,european/pakeha,school,11,300
5516,1,40,F,european/pakeha,vocational/trade,30,490
5517,1,30,F,european/pakeha,vocational/trade,37,920
5518,1,50,M,european/pakeha,post-school,40,740
5519,1,40,F,european/pakeha,post-school,53,780
5520,1,35,M,european/pakeha,no qual,22,260
5521,1,45,M,european/pakeha,no qual,58,1160
5522,1,50,F,european/pakeha,vocational/trade,40,690
5523,1,55,M,european/pakeha,vocational/trade,40,1090
5524,1,40,M,european/pakeha,vocational/trade,48,730
5525,1,40,F,european/pakeha,school,30,920
5526,1,25,M,european/pakeha,vocational/trade,40,630
5527,1,40,F,european/pakeha,school,19,420
5528,1,45,M,pacific,no qual,51,670
5529,1,25,F,european/pakeha,bachelor or higher,31,460
5530,1,25,M,maori combination,bachelor or higher,23,1170
5531,1,30,M,pacific,no qual,40,1170
5532,1,40,F,maori,vocational/trade,48,710
5533,1,40,M,european/pakeha,vocational/trade,23,1900
5534,1,40,M,other,school,40,630
5535,1,40,M,other,no qual,76,2380
5536,1,45,M,european/pakeha,vocational/trade,16,640
5537,1,35,M,european/pakeha,vocational/trade,64,750
5538,1,30,M,european/pakeha,bachelor or higher,57,1810
5539,1,55,F,european/pakeha,vocational/trade,35,440
5540,1,45,M,european/pakeha,vocational/trade,50,2070
5541,1,35,F,european/pakeha,school,29,330
5542,1,35,F,non-maori combination,bachelor or higher,28,330
5543,1,45,F,european/pakeha,vocational/trade,25,260
5544,1,35,F,european/pakeha,no qual,40,440
5545,1,30,M,pacific,school,42,680
5546,1,30,M,european/pakeha,post-school,32,420
5547,1,40,F,european/pakeha,vocational/trade,36,560
5548,1,35,M,maori,bachelor or higher,60,250
5549,1,35,M,european/pakeha,no qual,40,930
5550,1,55,M,european/pakeha,vocational/trade,40,620
5551,1,30,F,european/pakeha,vocational/trade,40,860
5552,1,55,F,european/pakeha,school,36,600
5553,1,35,F,european/pakeha,vocational/trade,32,480
5554,1,35,F,other,bachelor or higher,69,1060
5555,1,25,M,european/pakeha,vocational/trade,48,870
5556,1,50,M,european/pakeha,bachelor or higher,50,3370
5557,1,35,M,european/pakeha,vocational/trade,16,390
5558,1,55,M,maori combination,vocational/trade,42,630
5559,1,55,M,european/pakeha,school,22,300
5560,1,35,F,european/pakeha,school,24,720
5561,1,50,F,european/pakeha,post-school,38,630
5562,1,35,M,maori,vocational/trade,74,1720
5563,1,25,M,other,post-school,38,1360
5564,1,45,F,european/pakeha,post-school,28,250
5565,1,40,M,pacific,no qual,40,350
5566,1,45,F,european/pakeha,no qual,33,330
5567,1,35,F,non-maori combination,vocational/trade,38,420
5568,1,25,F,maori,bachelor or higher,40,780
5569,1,50,M,pacific,no qual,25,510
5570,1,30,F,european/pakeha,school,19,540
5571,1,30,F,other,bachelor or higher,27,390
5572,1,55,M,european/pakeha,vocational/trade,40,650
5573,1,30,M,european/pakeha,bachelor or higher,40,1520
5574,1,55,F,european/pakeha,school,25,340
5575,1,40,M,european/pakeha,vocational/trade,40,1620
5576,1,35,M,other,post-school,38,490
5577,1,25,F,european/pakeha,vocational/trade,37,400
5578,1,45,M,maori,no qual,27,810
5579,1,35,F,european/pakeha,vocational/trade,12,130
5580,1,55,F,pacific,no qual,48,550
5581,1,35,M,european/pakeha,bachelor or higher,40,1100
5582,1,25,F,european/pakeha,no qual,53,390
5583,1,55,F,european/pakeha,no qual,8,470
5584,1,35,M,european/pakeha,vocational/trade,45,750
5585,1,25,F,european/pakeha,school,39,670
5586,1,25,F,european/pakeha,vocational/trade,34,450
5587,1,45,F,european/pakeha,school,30,700
5588,1,60,F,european/pakeha,no qual,17,440
5589,1,45,M,european/pakeha,vocational/trade,60,910
5590,1,50,M,european/pakeha,vocational/trade,40,460
5591,1,40,F,european/pakeha,school,30,450
5592,1,40,F,european/pakeha,vocational/trade,13,220
5593,1,50,F,european/pakeha,no qual,22,220
5594,1,60,F,european/pakeha,school,12,310
5595,1,55,M,european/pakeha,school,56,1490
5596,1,55,M,european/pakeha,vocational/trade,55,910
5597,1,40,M,european/pakeha,post-school,45,700
5598,1,50,F,european/pakeha,school,44,830
5599,1,45,F,european/pakeha,bachelor or higher,40,970
5600,1,35,M,other,vocational/trade,32,440
5601,1,50,F,european/pakeha,no qual,47,1220
5602,1,30,M,european/pakeha,bachelor or higher,11,330
5603,1,30,M,european/pakeha,vocational/trade,40,870
5604,1,35,F,european/pakeha,vocational/trade,38,1660
5605,1,50,M,european/pakeha,no qual,72,660
5606,1,50,M,european/pakeha,no qual,50,820
5607,1,50,F,pacific,school,30,450
5608,1,45,F,european/pakeha,bachelor or higher,4,50
5609,1,30,F,european/pakeha,bachelor or higher,10,270
5610,1,40,M,european/pakeha,vocational/trade,43,510
5611,1,40,F,european/pakeha,no qual,15,650
5612,1,45,M,european/pakeha,school,40,620
5613,1,35,M,european/pakeha,school,83,500
5614,1,55,F,european/pakeha,bachelor or higher,6,280
5615,1,40,M,european/pakeha,post-school,43,790
5616,1,30,F,non-maori combination,bachelor or higher,86,700
5617,1,40,M,european/pakeha,school,45,510
5618,1,45,F,european/pakeha,school,15,410
5619,1,35,F,european/pakeha,no qual,105,950
5620,1,35,M,other,no qual,38,470
5621,1,30,M,maori combination,no qual,30,510
5622,1,45,F,pacific,vocational/trade,73,450
5623,1,50,M,european/pakeha,bachelor or higher,40,510
5624,1,45,F,european/pakeha,bachelor or higher,50,1470
5625,1,45,M,european/pakeha,no qual,12,350
5626,1,45,F,european/pakeha,school,25,420
5627,1,60,F,european/pakeha,vocational/trade,2,130
5628,1,45,F,european/pakeha,vocational/trade,12,800
5629,1,40,M,european/pakeha,bachelor or higher,40,1610
5630,1,25,M,european/pakeha,vocational/trade,60,2580
5631,1,35,F,european/pakeha,vocational/trade,43,930
5632,1,45,F,european/pakeha,vocational/trade,42,1120
5633,1,55,M,pacific,no qual,51,820
5634,1,50,M,european/pakeha,vocational/trade,40,990
5635,1,35,F,european/pakeha,bachelor or higher,50,750
5636,1,25,F,european/pakeha,vocational/trade,61,930
5637,1,55,F,european/pakeha,no qual,47,350
5638,1,45,M,european/pakeha,school,22,300
5639,1,35,F,european/pakeha,post-school,39,830
5640,1,45,F,european/pakeha,school,38,410
5641,1,40,M,non-maori combination,vocational/trade,16,110
5642,1,55,F,european/pakeha,bachelor or higher,14,340
5643,1,40,M,maori combination,school,41,910
5644,1,55,F,european/pakeha,school,6,230
5645,1,40,M,european/pakeha,post-school,60,2040
5646,1,55,F,non-maori combination,vocational/trade,34,710
5647,1,45,M,european/pakeha,bachelor or higher,60,7010
5648,1,50,M,european/pakeha,vocational/trade,78,1630
5649,1,30,M,maori,vocational/trade,7,280
5650,1,55,M,european/pakeha,no qual,34,430
5651,1,40,F,european/pakeha,school,30,510
5652,1,40,F,european/pakeha,bachelor or higher,16,420
5653,1,55,F,european/pakeha,school,26,240
5654,1,30,F,european/pakeha,no qual,40,630
5655,1,35,F,european/pakeha,bachelor or higher,46,1050
5656,1,45,F,european/pakeha,vocational/trade,20,550
5657,1,55,M,european/pakeha,no qual,40,520
5658,1,45,F,pacific,school,15,310
5659,1,25,F,european/pakeha,school,53,570
5660,1,40,M,european/pakeha,no qual,55,440
